city,county_fips,linearid,fullname,rttyp,mtfcc,road_category
San Francisco,06075,1102526735150,,,S1750,Special Roads
San Francisco,06075,1103450931677,San Aleso Aly,M,S1730,Special Roads
San Francisco,06075,1103668906645,Curtis,M,S1400,Local Streets
San Francisco,06075,110498933777,Armory Rd,M,S1400,Local Streets
San Francisco,06075,1105598234665,El Mirasol Pl,M,S1400,Local Streets
San Francisco,06075,110498939140,La Grande Ave,M,S1400,Local Streets
San Francisco,06075,110498940955,,,S1630,Special Roads
San Francisco,06075,1106047899700,Randolph St,M,S1400,Local Streets
San Francisco,06075,110498941072,,,S1630,Special Roads
San Francisco,06075,110498933227,Modoc Ave,M,S1400,Local Streets
San Francisco,06075,11035052615545,Mission St,M,S1400,Local Streets
San Francisco,06075,110498937398,Winding Way,M,S1400,Local Streets
San Francisco,06075,11035052615577,Lincoln Ct,M,S1400,Local Streets
San Francisco,06075,110498938353,Robinson Dr,M,S1400,Local Streets
San Francisco,06075,110498938292,Pasadena St,M,S1400,Local Streets
San Francisco,06075,110498940152,Church Access Rd,M,S1400,Local Streets
San Francisco,06075,110498941168,,,S1710,Special Roads
San Francisco,06075,110498940771,,,S1400,Local Streets
San Francisco,06075,110498940234,Sutro Heights Ave,M,S1400,Local Streets
San Francisco,06075,110498939555,Ggp Access Rd,M,S1400,Local Streets
San Francisco,06075,110498931647,32nd Ave,M,S1400,Local Streets
San Francisco,06075,1106068778649,Amatury Loop,M,S1400,Local Streets
San Francisco,06075,110498939552,Ggp Access Rd,M,S1400,Local Streets
San Francisco,06075,11015926172513,Concourse Dr,M,S1400,Local Streets
San Francisco,06075,11016957202046,Waverly Way,M,S1400,Local Streets
San Francisco,06075,110498939826,Incinerator Rd,M,S1400,Local Streets
San Francisco,06075,1104995932305,French Ct,M,S1400,Local Streets
San Francisco,06075,11010865843410,Wedemeyer St,M,S1400,Local Streets
San Francisco,06075,110498936220,Kendall Dr,M,S1400,Local Streets
San Francisco,06075,1105316864833,Winn Way,M,S1400,Local Streets
